aptId,aptBath,aptNoOfRooms,aptViews,aptAddedDate,aptEditedDate,aptLat,aptLng,aptURL,aptFloor,aptStoreys,aptTotalPrice,aptPricePerSqm,aptCeilingHeight,aptArea,aptBldgType,aptCondition,aptStreet,aptDistrict,aptRegion,aptFacilities,aptAdditionalFacilities,aptNewConstruction,aptFacilities_heating,aptFacilities_centralheating,aptFacilities_irrigation,aptFacilities_gas,aptFacilities_water,aptFacilities_hotwater,aptFacilities_air-conditioner,aptFacilities_internet,aptFacilities_water24/7,aptFacilities_electricity,aptFacilities_canalization,aptFacilities_sewerage,aptAdditionalFacilities_openbalcony,aptAdditionalFacilities_laminateflooring,aptAdditionalFacilities_roadside,aptAdditionalFacilities_grating,aptAdditionalFacilities_irondoor,aptAdditionalFacilities_elevator,aptAdditionalFacilities_park,aptAdditionalFacilities_attic,aptAdditionalFacilities_closetothebusstation,aptAdditionalFacilities_heatedfloor,aptAdditionalFacilities_gate,aptAdditionalFacilities_eurowindows,aptAdditionalFacilities_gym,aptAdditionalFacilities_bilateral,aptAdditionalFacilities_sauna,aptAdditionalFacilities_view,aptAdditionalFacilities_securitysystem,aptAdditionalFacilities_heater,aptAdditionalFacilities_swimmingpool,aptAdditionalFacilities_loggia,aptAdditionalFacilities_sunny,aptAdditionalFacilities_tile,aptAdditionalFacilities_furniture,aptAdditionalFacilities_storageroom,aptAdditionalFacilities_fireplace,aptAdditionalFacilities_playground,aptAdditionalFacilities_basement,aptAdditionalFacilities_buildingexistence,aptAdditionalFacilities_equipment,aptAdditionalFacilities_parquet,aptAdditionalFacilities_highfirstfloor,aptAdditionalFacilities_parking,aptAdditionalFacilities_fence,aptAdditionalFacilities_balcony,aptAdditionalFacilities_garage
99269,1,2,380,25.06.2020,20.09.2020,40.1812348,44.5129395,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Teryan+St/Center/Yerevan/99269,8,9,130000,3250,3,40,monolit,zero condition,teryan st,center,yerevan,"heating,hotwater,sewerage,canalization,electricity,gas,water,water24/7","eurowindows,irondoor,sunny,view,roadside,playground,park,elevator",1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100066,1,2,548,10.07.2020,17.09.2020,40.2162621,44.4805363,https://myrealty.am/en/2-bedroom/apartment-for-sale/Davtashen+1+district/Davtashen/Yerevan/100066,2,9,55000,1019,2.8,54,panel,good,davtashen 1 district,davtashen,yerevan,"heating,sewerage,canalization,electricity,gas,water,water24/7","eurowindows,irondoor,tile,laminateflooring",0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
94211,1,2,960,13.02.2020,15.09.2020,40.1795209,44.5135708,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Aram+St/Center/Yerevan/94211,4,10,168000,2182,3,77,monolit,zero condition,aram st,center,yerevan,"electricity,water24/7,water,sewerage,canalization","elevator,eurowindows,sunny,view,closetothebusstation,roadside,park,playground,securitysystem,irondoor",1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
92265,1,1,778,16.01.2020,15.09.2020,40.1889535,44.5131393,https://myrealty.am/en/1-bedroom/apartment-for-sale/Baghramyan+Ave++1+blind+end/Center/Yerevan/92265,6,10,83000,2075,2.8,40,panel,newly repaired,baghramyan ave  1 blind end,center,yerevan,"sewerage,canalization,water,water24/7,electricity,hotwater,gas,heating","equipment,furniture",0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
95458,1,2,691,03.03.2020,19.09.2020,40.2013473,44.4940379,https://myrealty.am/en/2-bedroom/apartment-for-sale/Komitas+Ave/Arabkir/Yerevan/95458,3,5,88000,1257,3.2,70,stone,good,komitas ave,arabkir,yerevan,"gas,hotwater,electricity,water24/7,heating,water,sewerage,canalization","sunny,view,closetothebusstation,irondoor",0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100784,1,2,271,10.06.2020,17.09.2020,40.2159352,44.4802014,https://myrealty.am/en/2-bedroom/apartment-for-sale/Davtashen+1+district/Davtashen/Yerevan/100784,1,9,60000,909,2.8,66,panel,newly repaired,davtashen 1 district,davtashen,yerevan,"heating,hotwater,sewerage,canalization,electricity,gas,water,water24/7","furniture,equipment,eurowindows,irondoor,tile,sunny,roadside,park,elevator",0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
99270,1,2,399,25.06.2020,07.09.2020,40.1812348,44.5129395,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Teryan+St/Center/Yerevan/99270,8,9,130000,3250,3,40,monolit,zero condition,teryan st,center,yerevan,"hotwater,sewerage,canalization,electricity,gas,water,water24/7","eurowindows,irondoor,sunny,view,roadside,closetothebusstation,playground,park,elevator",1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
94716,1,2,930,21.02.2020,15.09.2020,40.1839202,44.507468,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Aram+St/Center/Yerevan/94716,12,18,263000,3461,3,76,monolit,newly repaired,aram st,center,yerevan,"","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102749,1,1,77,16.09.2020,16.09.2020,40.1505271,44.484549,https://myrealty.am/en/1-bedroom/apartment-for-sale/Bagratuniats+Ave/Shengavit/Yerevan/102749,2,5,40000,1250,2.8,32,stone,good,bagratuniats ave,shengavit,yerevan,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101531,1,2,144,18.08.2020,15.09.2020,40.2162621,44.4805363,https://myrealty.am/en/2-bedroom/apartment-for-sale/Davtashen+1+district/Davtashen/Yerevan/101531,3,9,95000,1418,2.8,67,panel,good,davtashen 1 district,davtashen,yerevan,"heating,hotwater,electricity,gas,water,water24/7","",0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95846,1,2,818,09.03.2020,24.08.2020,40.179775,44.5133319,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Aram+St/Center/Yerevan/95846,8,15,163000,3976,3,41,monolit,newly repaired,aram st,center,yerevan,"","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56242,1,2,5169,21.04.2018,02.07.2020,40.1658252,44.5131683,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Tigran+Mets+Ave/Center/Yerevan/56242,3,12,99000,1547,2.8,64,monolit,newly repaired,tigran mets ave,center,yerevan,"internet,hotwater,gas,heating","eurowindows,openbalcony,equipment,furniture",1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
95580,1,2,729,04.03.2020,17.09.2020,40.2057999,44.5062259,https://myrealty.am/en/2-bedroom/apartment-for-sale/Komitas+Ave/Arabkir/Yerevan/95580,3,5,68000,1417,2.8,48,stone,newly repaired,komitas ave,arabkir,yerevan,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87815,1,2,1288,01.11.2019,17.09.2020,40.1658586,44.5131713,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Tigran+Mets+Ave/Center/Yerevan/87815,2,10,88000,1443,3,61,monolit,newly repaired,tigran mets ave,center,yerevan,"water,water24/7,electricity,hotwater,gas,heating","tile,eurowindows,elevator,equipment,furniture,irondoor,closetothebusstation,sunny,laminateflooring",1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
101801,1,1,106,25.08.2020,10.09.2020,40.1908581,44.5714173,https://myrealty.am/en/1-bedroom/apartment-for-sale/Bakunts+St/Nor+Norq/Yerevan/101801,7,9,on request,on request,2.8,73,panel,newly repaired,bakunts st,nor+norq,yerevan,"heating,hotwater,electricity,gas,water,water24/7","eurowindows,irondoor,tile,laminateflooring,sunny,view,closetothebusstation,elevator",0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
102158,1,2,68,02.09.2020,16.09.2020,40.2159352,44.4802014,https://myrealty.am/en/2-bedroom/apartment-for-sale/Davtashen+1+district/Davtashen/Yerevan/102158,3,9,75000,1071,2.8,70,panel,newly repaired,davtashen 1 district,davtashen,yerevan,"heating,hotwater,electricity,gas,water,water24/7","furniture,equipment,eurowindows,irondoor,balcony,tile,laminateflooring,sunny,view,closetothebusstation,elevator",0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
96047,1,2,732,12.03.2020,10.09.2020,40.1839198,44.5074675,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Aram+St/Center/Yerevan/96047,9,15,158000,2772,3,57,monolit,newly repaired,aram st,center,yerevan,"heating,internet,hotwater,sewerage,canalization,electricity,air-conditioner,gas,water,water24/7","furniture,eurowindows,irondoor,openbalcony,tile,laminateflooring,heatedfloor,sunny,view,roadside,closetothebusstation,parking,playground,park,elevator",1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0
102499,1,2,98,09.09.2020,22.09.2020,40.2159352,44.4802014,https://myrealty.am/en/2-bedroom/apartment-for-sale/Davtashen+1+district/Davtashen/Yerevan/102499,3,9,72000,1075,2.8,67,panel,newly repaired,davtashen 1 district,davtashen,yerevan,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.2020,44.57141730,"","","","","","","","","",04.09.2020,40.19085810,"","",https://myrealty.am/en/1-bedroom/apartment-for-sale/bakunts+st/nor+norq/yerevan/99410,"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98294,1,2,625,03.06.2020,15.09.2020,40.1839202,44.507468,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Aram+St/Center/Yerevan/98294,17,18,250000,3571,3.8,70,monolit,zero condition,aram st,center,yerevan,"electricity,water24/7","eurowindows,openbalcony,tile,sunny,roadside,park",1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
80362,1,2,1281,22.06.2019,13.05.2020,40.2159352,44.4802014,https://myrealty.am/en/2-bedroom/apartment-for-sale/Davtashen+1+district/Davtashen/Yerevan/80362,8,9,50000,909,3,55,panel,newly repaired,davtashen 1 district,davtashen,yerevan,"water,water24/7,electricity,centralheating,air-conditioner,internet,hotwater,gas,heating","playground,park,roadside,closetothebusstation,view,sunny",0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
99720,1,1,727,03.07.2020,21.09.2020,40.1908581,44.5714173,https://myrealty.am/en/1-bedroom/apartment-for-sale/Bakunts+St/Nor+Norq/Yerevan/99720,4,9,38000,950,2.8,40,panel,newly repaired,bakunts st,nor+norq,yerevan,"heating,hotwater,electricity,gas,water,water24/7","eurowindows,irondoor,tile,laminateflooring,sunny,view,closetothebusstation,elevator",0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
95761,1,2,749,07.03.2020,12.09.2020,40.2035902,44.4993142,https://myrealty.am/en/2-bedroom/apartment-for-sale/Komitas+Ave/Arabkir/Yerevan/95761,13,18,130000,1857,3.2,70,monolit,newly repaired,komitas ave,arabkir,yerevan,"heating,internet,hotwater,sewerage,canalization,electricity,air-conditioner,gas,water,water24/7","eurowindows,irondoor,openbalcony,storageroom,tile,parquet,heatedfloor,securitysystem,sunny,view,roadside,closetothebusstation,parking,playground,park,elevator",0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0
94551,1,2,2161,18.02.2020,19.09.2020,40.16899,44.513054,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Tigran+Mets+Ave/Center/Yerevan/94551,13,14,60000,1500,3.2,40,monolit,newly repaired,tigran mets ave,center,yerevan,"heating,gas,hotwater,electricity,water24/7,water","elevator,eurowindows,tile,laminateflooring,sunny,view,closetothebusstation,irondoor",1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99919,2,2,465,09.07.2020,16.09.2020,40.1761295,44.5187326,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Aram+St/Center/Yerevan/99919,8,17,234000,3000,3,78,monolit,newly repaired,aram st,center,yerevan,"heating,hotwater,electricity,air-conditioner,gas,water,water24/7","furniture,equipment,eurowindows,irondoor,tile,laminateflooring,sunny,view,closetothebusstation,elevator",1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
93408,1,1,506,30.01.2020,19.09.2020,40.1873348,44.5183351,https://myrealty.am/en/1-bedroom/apartment-for-sale/Bayron+St/Center/Yerevan/93408,2,4,180000,2250,3,80,stone,newly repaired,bayron st,center,yerevan,"heating,gas,electricity,water24/7,water,sewerage,canalization","furniture,equipment,openbalcony,eurowindows,tile,laminateflooring,sunny,view,closetothebusstation,roadside,park,irondoor",0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
95776,1,2,975,07.03.2020,08.09.2020,40.2013473,44.4940379,https://myrealty.am/en/2-bedroom/apartment-for-sale/Komitas+Ave/Arabkir/Yerevan/95776,2,3,89000,1369,2.8,65,stone,newly repaired,komitas ave,arabkir,yerevan,"heating,hotwater,electricity,air-conditioner,gas,water,water24/7","furniture,eurowindows,irondoor,tile,sunny,closetothebusstation",0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
100205,1,2,337,15.07.2020,19.09.2020,40.1737796,44.5042197,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Argishti+St/Center/Yerevan/100205,10,14,87000,1673,3,52,monolit,newly repaired,argishti st,center,yerevan,"heating,hotwater,irrigation,sewerage,canalization,electricity,air-conditioner,gas,water,water24/7","furniture,equipment,eurowindows,irondoor,openbalcony,tile,laminateflooring,parquet,heatedfloor,sunny,view,roadside,closetothebusstation,parking,playground,park,elevator",1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0
98478,1,2,606,07.06.2020,09.09.2020,40.1772956,44.5172216,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Tigran+Mets+Ave/Center/Yerevan/98478,10,10,70000,1489,3,47,monolit,newly repaired,tigran mets ave,center,yerevan,"heating,internet,hotwater,electricity,gas,water,water24/7","furniture,equipment,eurowindows,tile,sunny,view,bilateral,roadside,closetothebusstation,playground,park,elevator",1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
82382,1,2,1219,06.08.2019,29.06.2020,40.2159352,44.4802014,https://myrealty.am/en/2-bedroom/apartment-for-sale/Davtashen+1+district/Davtashen/Yerevan/82382,1,9,53000,779,2.8,68,panel,good,davtashen 1 district,davtashen,yerevan,"gas,hotwater,internet,electricity,water24/7,water,sewerage,canalization,heating","elevator,sunny,closetothebusstation,irondoor",0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93908,1,1,1139,08.02.2020,10.08.2020,40.1872023,44.515209,https://myrealty.am/en/1-bedroom/apartment-for-sale/Boryan+St/Nor+Norq/Yerevan/93908,3,4,45000,1154,2.8,39,panel,newly repaired,boryan st,nor+norq,yerevan,"heating,hotwater,sewerage,canalization,electricity,water,water24/7","furniture,equipment,eurowindows,irondoor,openbalcony,tile,laminateflooring,sunny",0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
95980,1,2,734,11.03.2020,13.09.2020,40.2035902,44.4993142,https://myrealty.am/en/2-bedroom/apartment-for-sale/Komitas+Ave/Arabkir/Yerevan/95980,11,17,92000,1878,2.8,49,monolit,newly repaired,komitas ave,arabkir,yerevan,"hotwater,electricity,air-conditioner,gas,water,water24/7","eurowindows,irondoor,openbalcony,tile,laminateflooring,elevator",0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
100236,1,2,397,15.07.2020,10.09.2020,40.1737796,44.5042197,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Argishti+St/Center/Yerevan/100236,10,14,87000,1706,3,51,monolit,newly repaired,argishti st,center,yerevan,"heating,hotwater,irrigation,sewerage,canalization,electricity,air-conditioner,gas,water,water24/7","furniture,equipment,eurowindows,irondoor,openbalcony,tile,laminateflooring,parquet,heatedfloor,sunny,view,roadside,closetothebusstation,parking,playground,park,elevator",1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0
96449,1,2,1252,29.03.2020,17.09.2020,40.2016374,44.4962845,https://myrealty.am/en/2-bedroom/apartment-for-sale/Komitas+Ave/Arabkir/Yerevan/96449,5,6,46000,1278,2.8,36,stone,newly repaired,komitas ave,arabkir,yerevan,"electricity,water,water24/7","eurowindows,irondoor,balcony,tile,laminateflooring",0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
84813,1,2,1075,19.12.2018,29.04.2020,40.2159352,44.4802014,https://myrealty.am/en/2-bedroom/apartment-for-sale/Davtashen+1+district/Davtashen/Yerevan/84813,6,14,54000,844,2.8,64,panel,good,davtashen 1 district,davtashen,yerevan,"hotwater,gas,heating","playground,sunny,balcony",0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
99826,1,1,653,07.07.2020,02.09.2020,40.1872023,44.515209,https://myrealty.am/en/1-bedroom/apartment-for-sale/Boryan+St/Nor+Norq/Yerevan/99826,3,4,32500,1016,2.8,32,panel,good,boryan st,nor+norq,yerevan,"heating,hotwater,electricity,gas,water,water24/7","irondoor,sunny,view,closetothebusstation",0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100322,1,2,397,17.07.2020,16.09.2020,40.2164828,44.5512829,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Tsarav+Aghbyur+St/Avan/Yerevan/100322,6,14,80000,1290,3,62,monolit,newly repaired,tsarav aghbyur st,avan,yerevan,"heating,hotwater,electricity,gas,water,water24/7","eurowindows,irondoor,openbalcony,tile,laminateflooring,securitysystem,sunny,roadside,playground,park,elevator",1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
93085,1,2,763,25.01.2020,15.07.2020,40.2159352,44.4802014,https://myrealty.am/en/2-bedroom/apartment-for-sale/Davtashen+1+district/Davtashen/Yerevan/93085,8,9,65000,1204,2.8,54,panel,newly repaired,davtashen 1 district,davtashen,yerevan,"heating,internet,hotwater,sewerage,canalization,electricity,air-conditioner,gas,water,water24/7","furniture,equipment,eurowindows,irondoor,openbalcony,sunny,view,closetothebusstation,elevator",0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
100225,1,1,304,15.07.2020,22.09.2020,40.1794812,44.5273494,https://myrealty.am/en/1-bedroom/apartment-for-sale/Charents+St/Center/Yerevan/100225,2,5,75000,1974,3,38,stone,good,charents st,center,yerevan,"heating,hotwater,electricity,gas,water,water24/7","sunny,view,closetothebusstation",0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100796,1,2,270,29.07.2020,12.09.2020,40.1737796,44.5042197,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Argishti+St/Center/Yerevan/100796,14,14,55000,1486,3,37,monolit,newly repaired,argishti st,center,yerevan,"heating,internet,hotwater,sewerage,canalization,electricity,gas,water","irondoor,tile,laminateflooring,sunny,view,roadside,closetothebusstation,playground,park,elevator",1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
101269,1,2,226,11.08.2020,20.09.2020,40.2164811,44.5512957,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Tsarav+Aghbyur+St/Avan/Yerevan/101269,11,14,80000,1111,3,72,monolit,newly repaired,tsarav aghbyur st,avan,yerevan,"heating,hotwater,electricity,gas,water,water24/7","furniture,eurowindows,irondoor,openbalcony,tile,parquet,sunny,view,closetothebusstation,playground,park,elevator",1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
96522,1,2,555,05.04.2020,04.09.2020,40.2037161,44.50021,https://myrealty.am/en/2-bedroom/apartment-for-sale/Komitas+Ave/Arabkir/Yerevan/96522,5,5,53000,1262,2.8,42,stone,good,komitas ave,arabkir,yerevan,"heating,hotwater,gas,water,water24/7","",0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95567,1,2,515,04.03.2020,30.04.2020,40.21960544,44.48723952,https://myrealty.am/en/2-bedroom/apartment-for-sale/Davtashen+1+district/Davtashen/Yerevan/95567,3,9,56000,1018,2.8,55,panel,newly repaired,davtashen 1 district,davtashen,yerevan,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101863,1,2,152,26.08.2020,19.09.2020,40.2164853,44.5512643,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Tsarav+Aghbyur+St/Avan/Yerevan/101863,2,13,80000,1333,2.8,60,monolit,good,tsarav aghbyur st,avan,yerevan,"heating,sewerage,canalization,electricity,gas,water,water24/7","furniture,equipment,eurowindows,irondoor,tile,laminateflooring",1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
101141,1,2,282,07.08.2020,10.09.2020,40.1737796,44.5042197,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Argishti+St/Center/Yerevan/101141,7,14,88000,1354,3,65,monolit,newly repaired,argishti st,center,yerevan,"","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96526,1,2,473,05.04.2020,10.05.2020,40.2037161,44.50021,https://myrealty.am/en/2-bedroom/apartment-for-sale/Komitas+Ave/Arabkir/Yerevan/96526,5,5,55000,1310,2.8,42,stone,good,komitas ave,arabkir,yerevan,"hotwater,gas,heating","",0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95895,1,2,524,10.03.2020,10.03.2020,40.22340655,44.49204604,https://myrealty.am/en/2-bedroom/apartment-for-sale/Davtashen+1+district/Davtashen/Yerevan/95895,3,9,44000,1100,2.8,40,panel,newly repaired,davtashen 1 district,davtashen,yerevan,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102244,1,1,68,04.09.2020,15.09.2020,40.1794812,44.5273494,https://myrealty.am/en/1-bedroom/apartment-for-sale/Charents+St/Center/Yerevan/102244,3,5,100000,2000,2.8,50,other,good,charents st,center,yerevan,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
